#taxonomy	MCT.f.0344	MCT.f.0345	MCT.f.0346	MCT.f.0347	MCT.f.0348	MCT.f.0349	MCT.f.0350	MCT.f.0351	MCT.f.0352	MCT.f.0353	MCT.f.0354	MCT.f.0355	MCT.f.0356	MCT.f.0357
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	6.64717123866881	6.88798806571629	6.42918331721798	6.69501588944532	6.11347203344065	6.33525479906686	5.93889741337377	6.0483507606287	5.83415283537002	6.11807224079003	5.43265839662762	5.7207294679145	6.22444411382009	6.2680030392727
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	5.11452474470801	5.8134898925973	5.85379928532674	5.50484772189587	5.37249650469385	5.53032004427262	5.13474458670504	5.20670471526154	5.64387941627078	6.00148466253842	5.99392753296943	5.08835855568984	5.66904174645343	6.07509325872596
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	3.32886087829807	3.59784543272104	3.03108887934141	3.2423880990504	2.62042268867712	3.22157911779296	2.78469823339161	3.01903978737421	2.61698720992363	3.422446465176	2.82833387393126	2.63337932644332	3.02334595821386	3.03205094838956
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	2.9685219098305	3.20667456065711	2.67406629069206	3.02591123909438	2.37810922125519	2.73295900593946	2.208005184638	2.42018289871784	2.17493868463696	2.46571476374333	1.83266955451559	2.01819368735308	2.6471898787033	2.52102229954927
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	-1.75331958296128	-0.616229585441842	-0.665116614864604	-0.483974448318281	-1.05587798322995	-0.862394390163657	-0.794844556684859	-0.979160914294993	-0.988122361124849	-0.984272782088256	-0.817316845631859	-1.76599594656518	-0.770536804910063	-0.734033181896429
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-0.195174964914734	-0.0343080399921213	0.420337589225994	0.222966054374	-1.46134309133812	-0.0567692261770216	0.203684273426268	0.420926768957233	0.515955035651425	0.370272880717054	0.999760431580486	0.208085079456831	0.11676639009084	0.57002308098649
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	1.93555987115265	1.7525374144335	1.24949652746879	1.40477728689708	0.735881485998103	1.41609315125133	1.21048901284126	1.85405242976122	1.68602628830168	1.6724841246264	1.50808292512836	1.04340674879732	1.94226399895075	2.06613230811359
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-3.84726829772839	-3.32735573140454	-3.90379506702898	-3.63351982394295	-2.72901739829167	-3.58602246157557	-2.6407202988721	-3.78511738453484	-3.76891994084354	-3.33859378291138	-3.02240632122458	-3.21946572734303	-3.13576450590853	-4.12994373067611
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	4.00321345708045	4.04671286103151	3.54628450277851	3.22416282240007	2.77638005372933	3.20785262047938	2.80050883941825	3.31433804287129	3.15046690289501	3.59429672210266	3.4179038652088	3.27871866118394	3.74580216737141	3.73880789595221
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-3.13961394408117	-2.86752138404834	-1.88889204648672	-1.76490829378035	-2.5210004757809	-2.52062246676719	-1.64214241707206	-1.92362252313584	-2.24088532962022	-1.45427641133399	-1.7728282906593	-1.98913949787939	-2.02329977340543	-1.5384059975666
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-3.48056984399338	-3.49451216155455	-4.52294484036029	-3.37434620621445	-2.91194227075443	-3.5475134582547	-2.32463140749567	-3.66176389606484	-3.25848736479672	-3.45636951946407	-3.11215007002608	-3.50201734536738	-3.18391123547837	-4.05850975450989
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	-1.88685097558581	-2.86752138404834	-2.11203559780093	-0.403931740644745	-2.54329165710688	-1.82747528620724	-1.35446034462028	-2.26009475975706	-2.01774177830601	-1.45427641133399	-1.7728282906593	-1.76599594656518	-1.46368398547001	-1.32709690389939
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	0.721115766959421	1.02429891406229	0.308332530849499	0.586466963383132	-0.28268809499647	0.13613443994747	-0.101697376124914	0.190910338355262	0.0104064689862784	0.673955294515276	0.306613251020541	-0.379701585445288	0.824512370071938	0.243501175218445
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	-0.465465294654646	-0.788079842368501	-1.19574486592677	-0.378613932660455	-1.46134309133812	-1.01654506999092	-1.35446034462028	-0.611436134169676	-0.854590968500326	-1.81095135527272	-0.549052859037179	-0.736376529384021	-0.770536804910063	-0.682739887508878
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-3.54029949908513	-3.2198835140228	-3.90379506702898	-2.96888109810628	-2.55157404153583	-3.68291928683308	-2.6499869548672	-3.62897403050132	-3.48114041994977	-3.68170624736466	-3.30019558575861	-3.06323347521523	-3.2089728388895	-3.98005764588632
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	-2.22332321220702	-3.23981737339981	0.165231687208826	1.81582900171389	0.890032165825361	-3.52953566025835	0.149617052155992	-3.45308999939778	-2.93403251018016	-3.44539813966872	-3.09429528670691	-2.68228667843933	-2.71644695396538	-2.76218142918871
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-3.3832003682146	-3.23858918314142	-4.31602153622316	-2.12158323771908	-2.5794503820444	-3.67433965026605	-2.50531961903584	-3.64175845713297	-3.22935873407522	-3.50364947852878	-3.01638648478934	-3.14578834305931	-3.23612169693146	-4.47981543369342
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	-1.43486585184275	-2.17437420348839	-1.65250326842249	-0.931999170845241	-2.15449027189806	-1.96100667883177	-1.64214241707206	-1.92362252313584	-1.83542022151205	-1.45427641133399	-2.28365391442529	-1.98913949787939	-1.61783466529727	-2.06903424862877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	-3.40759785226145	-3.50498404624284	-4.15056410896444	-1.76490829378035	-2.47045560750196	-3.48574382902052	-2.40940436609825	-3.70080135278377	-3.51021102997541	-3.61387256916737	-3.50356624261485	-3.71716437442006	-3.29555487804048	-3.94610883722097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	-3.50446112601175	-3.25332671336631	-3.49832995892082	-1.76490829378035	-2.49562626906099	-3.21376964732713	-2.40266920830197	-3.44681807954721	-3.22751171367386	-3.58157475567953	-3.03513351366743	-2.92457746542491	-3.20686715584693	-3.2730070529547
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-2.44646676352123	-2.86752138404834	-3.21064788646904	-2.96888109810628	-2.15449027189806	-2.29747891545298	-2.48295319234915	-2.48323831107127	-3.17511567662037	-3.46168056185284	-1.9959718419735	-2.68228667843933	-2.31098184585721	-2.98532498050292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA	5.69705064227625	4.60923408275086	4.07262862424819	4.68081152560523	3.09778315614857	4.90771072742362	4.23745903689053	5.39567460122587	4.73429492567671	4.1862112129499	4.19485572778328	4.51776501054533	5.44235553672863	4.92673190767608
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	2.25401360227119	1.42976402217045	1.05904956323092	1.85943263919602	0.410459085563475	1.8166682740653	1.15106559237045	2.08630469727367	1.78446636111493	1.44714518274876	0.837241502082711	1.18891433246856	2.1316694106331	1.79589714926553
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	-3.70289329672593	-3.36330395359816	-2.80518277836088	-2.12158323771908	-2.51337646869865	-3.21376964732713	-2.04760752518023	-3.46036196237973	-3.21058209446482	-3.06371432376809	-2.94876480773098	-3.03767709302657	-1.80015622209122	-3.67847216106287
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	-3.85869281125092	-3.47919625635493	-4.62575916810974	-3.59851206058826	-2.65074897474058	-3.61976452436252	-2.34532989976425	-3.49547151368008	-3.75644272407323	-3.34512672408157	-3.24484991157744	-3.28656335099502	-3.22132230441757	-4.07884519267059
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	-2.73414883597301	-3.13180769689672	-2.29435715459488	-0.353921320070083	-2.15449027189806	-1.42201017809908	-2.04760752518023	-2.77092038352305	-1.83542022151205	-2.65824921565993	-1.9959718419735	-1.98913949787939	-2.31098184585721	-2.06903424862877
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	4.79918830407331	3.70125852809447	3.117735226212	3.7306192420554	2.19578766446124	3.9524963268065	3.26066017222098	4.48889922684014	3.761148168837	3.54630854690876	3.1383549244653	3.59810916052086	4.52956468343148	3.9963775434313
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	-0.654707294293174	-1.36344398727206	-0.119605433110724	0.988752418573917	-0.449742179659637	0.13613443994747	0.303767731983251	-0.573695806186829	-0.0436607522839974	-1.35896623152967	-0.984370930295025	-0.156558034131079	-0.365071696801898	-0.845258817006653
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	1.76566083435725	1.02429891406229	0.556349346908849	1.34860701543003	0.553559929204148	1.79017665861832	1.21048901284126	1.65192824567109	0.947531287763276	1.2929945029215	0.643085487641754	0.667617408835271	2.01535588295608	1.69448874848093
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	5.09415476513592	4.41764240525944	3.59507466694795	4.72247126435787	3.23000479089103	5.2750240695674	4.59618220796744	4.97696426636768	4.26788380735147	4.61414917691012	4.2403977482302	4.04753739205014	5.51052761734708	5.02884539921034
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1	4.53221285379761	3.34106864204829	2.77893990062608	3.44293716960362	1.76748306438325	3.64374441521826	2.88686640795046	4.15696426675425	3.44269443771846	3.22600124714091	2.81621251339891	3.29024985878313	4.22038157250247	3.65193305078153
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	0.741949853862263	0.0502493480359419	-0.589609062356459	0.106893883121246	-1.46134309133812	0.423816512399251	-0.438169612746127	0.619103697540982	-0.100819166123946	-0.0679820502141012	-0.29122374973508	-0.117337320977797	1.06774267995289	0.697284860597417
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	-1.34785447485312	-1.95123065217418	-2.29435715459488	-2.6811990256545	-2.15449027189806	-1.96100667883177	-2.47024777946176	-2.0777732029631	-2.528567402072	-2.14742359189394	-1.7728282906593	-3.09304015009489	-1.2123695571891	-1.23612512569366
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	0.227681885905299	-0.341792739740082	-0.986024334944706	0.181001855274968	-1.7490251637899	0.625682665266176	-0.661313164060336	0.173518595643392	-0.369083152718625	-0.322874299842891	-0.491894445197231	-0.602845136759498	0.70127972964799	0.319728540606329
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;NA	1.01142596181747	1.51450525062554	1.43133627264177	1.59546709336155	0.789948707268379	1.11036300892784	0.870163206904052	1.23033375563304	1.27809508769832	1.42492204596405	1.42175484163986	1.05538293984403	1.26323469993658	1.41527803974389
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	1.574410646819	1.97272092411924	2.0310991285906	1.74663714505068	1.34201728956842	1.58614461545347	1.563310387464	1.78295650807749	1.94116481302099	2.2295905009564	2.22720559209156	1.63520143509698	1.92312465874005	2.10072695287809
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	-3.50447410111458	-2.86752138404834	-4.1652750765442	-2.45805547434029	-3.04275419062766	-3.48718821662447	-2.56244012028437	-2.26009475975706	-3.33098931868586	-3.48245446144705	-1.9959718419735	-3.13886454186306	-3.06701332168005	-2.4257091925675
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	-0.33625356317464	0.533675997613818	0.759644027083082	0.517474091896181	0.148094821095984	0.0820672186771942	-0.438169612746127	0.420926768957233	0.433263319806312	0.838258345806552	0.974442623596196	0.208085079456831	0.853085742515994	0.880654086423816
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	0.903437323753376	1.21845492850325	1.67593475895724	1.34860701543003	0.484567057717197	1.04891022971418	1.21048901284126	1.5103646813493	1.46657051006665	1.63221022548846	1.89584845613712	1.36076458939522	0.9598537179417	1.53374250643176
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3	1.22348468070719	1.74759913279292	1.70567672815598	1.50845571637193	0.936552181460254	1.28604002300313	1.35358985648193	1.64389607397382	1.66108733995443	2.03309866656922	1.96006804887142	1.29739497546263	1.70239365383122	1.81869606423033
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13	-0.654707294293174	-1.16277329180991	-1.60120997403494	-0.633506182289245	-1.7490251637899	-1.01654506999092	-2.04760752518023	-0.650656847322957	-1.14227304095211	-0.322874299842891	-0.743208873478137	-1.07284876600523	-0.151497596503839	-0.108939464581499
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D26	-3.13961394408117	-2.86752138404834	-2.19904697479056	-2.45805547434029	-2.15449027189806	-2.80830453921897	-2.46727142585805	-2.77092038352305	-2.528567402072	-1.96510203509998	-2.28365391442529	-3.02705168917234	-2.31098184585721	-2.98532498050292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. SN4	-1.19370379502586	-1.76890909538023	-2.19904697479056	-1.50254402931285	-2.56070954827401	-2.11515735865903	-2.45452638062093	-2.48323831107127	-3.27869499545832	-1.55963692699182	-1.9959718419735	-3.08107408290452	-1.61783466529727	-1.5384059975666
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp. 6_1_58FAA_CT1	1.70457314237742	1.90316324041733	1.56426507410615	1.70394773635562	1.45642764074616	1.396388080172	1.30229656209438	1.72517870741068	1.58230646210131	1.60911451069381	1.63501363372153	0.942054254537031	0.934211287328363	1.75743086843773
k__Bacteria;p__Firmicutes;NA;NA;NA;NA;NA	2.85309982242724	2.56838164545226	3.21543595839968	2.14511270897713	2.74707392714383	2.7024324152803	2.09552720121131	2.67149732699875	2.45503921963634	2.36782188656617	2.36393698744676	3.21211615582552	2.45970277860845	2.61494711778361
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	0.371931494749846	0.245993925162037	1.12336952901848	-0.260830897004071	0.371238372410194	0.251966255472592	0.350287747618144	0.474272749662526	0.483694173433204	0.320675939577682	0.4463751933957	0.844073846176827	-0.190718309657121	0.310511885501405
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rogosae	1.78400997302545	2.1397750087824	2.02046073038555	-0.28330375285613	-1.46134309133812	-1.70969225055086	-0.794844556684859	1.0208164560306	2.11261322143913	2.17006452164237	0.678176807453024	-0.542220514943063	-0.844644777063785	0.0104072930510674
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;NA	-0.942389366744955	-0.670296806712118	-0.986024334944706	-1.66959811397602	-1.23819954002391	0.636377954382924	0.555082160264157	-0.108332556497595	-0.491685474810958	-1.6774199626482	-0.897359553305395	-1.17820928166306	-2.98238705171004	-0.937632137137668
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	-3.13961394408117	-3.95929139629069	-4.37026991262878	-4.38525799515531	-2.90594494206872	-3.73998742183677	-0.948995236512117	-1.38462602240316	-0.919129489637897	-1.35896623152967	-2.68911902253345	-3.46509590038632	-3.58705006729546	-4.3002996578387
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA;NA	4.25794759144288	4.07366867102004	4.70442642273482	3.76094297238319	4.33774956312241	4.24528118797471	3.90952434284725	4.12981028052212	4.05484182008677	3.78535195886537	3.9004949765122	4.54936205495716	4.00377320116992	4.20403141936499
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__[Bacteroides] pectinophilus	-0.33625356317464	-0.094932661808556	-0.0325940561210939	-0.483974448318281	0.618098450341719	0.423816512399251	-0.101697376124914	-0.108332556497595	-0.491685474810958	-0.0679820502141012	-0.437827223926955	-0.0432293488240755	-0.576380790469105	-0.152111636446708
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium 1_7_47FAA	-1.19370379502586	-1.48122702292845	-0.665116614864604	-1.42843605715913	-0.768195910778171	-1.1343281056473	-1.64214241707206	-1.16148247108895	-1.22928441794174	-0.761129230774046	-1.9959718419735	-0.485062101103115	-0.770536804910063	-1.19356551127487
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium KLE1615	0.937923499824545	1.9527601815567	2.89637500127321	1.1365133003024	1.32674981743763	0.913364737717957	1.52192517130114	1.32896435907467	1.53760628318341	1.14097829562287	1.58057842716651	1.85567475785531	0.92113920576101	1.23785245356215
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor plautii	0.484726988895191	-0.228464054433079	-0.227494395121909	0.475801395495613	0.330416377889938	0.462531024579941	0.0318340164996088	1.07922721818701	1.17684135399315	1.39063297248542	0.424396286676924	0.516386439111347	1.53204828808398	0.843316415986171
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas butyriciproducens	-0.119189057936812	-0.616229585441842	-1.19574486592677	0.398414731880193	0.553559929204148	0.61487174916196	-0.661313164060336	-0.537328162015954	-0.331342824735778	-0.812422525161597	-0.549052859037179	-0.485062101103115	0.37459549939294	0.57002308098649
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas massiliensis	-0.431563742978964	-0.341792739740082	1.30295510599356	-0.28330375285613	0.287856763471142	-0.351568766397666	-1.64214241707206	-0.131863053907789	-0.582657253016684	-0.322874299842891	-0.817316845631859	0.68500915154714	-0.41386186097133	-0.0278139197691305
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	0.68902745240792	-0.264831698603954	0.452913759660607	-0.00705037622797159	-0.650412875121788	0.251966255472592	-0.255848055952172	0.320122069835268	-0.130672129273627	0.828105974342535	-0.246771987164246	1.38674007579848	2.23938010363588	0.709785023361649
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp. Marseille-P3106	-1.12471092353891	-0.995719207146746	-0.202493092916491	-1.0717611132204	-0.208580122842749	-0.380556303270919	-0.661313164060336	-0.825010234467735	-1.22928441794174	-0.866489746431873	-0.897359553305395	-0.197380028651334	-0.63700541228554	-0.633949723339446
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	-0.788238686917697	-1.07576191482028	-1.10043468612245	-1.66959811397602	-1.23819954002391	-0.648820289865598	-0.794844556684859	-1.56694757919711	-1.42995511340389	-1.45427641133399	-1.43635605403808	-0.284391405640964	-0.318551681167005	-0.816271280133401
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis	1.68066762152386	0.289479037101776	1.05904956323092	2.90978795485636	2.08683648067268	3.40296465793771	1.37011915843314	3.19351549119701	3.22400523675364	2.59750853646931	2.23086190329468	2.70906555407589	3.19434969007515	2.99419349558666
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. ATCC BAA-442	0.174572060591351	-0.616229585441842	0.337531685541762	-0.0421416960392417	-0.0144241084017912	0.312590877289027	0.0924586383160438	0.434532421013012	-0.0718316292506936	0.337483057894063	-0.549052859037179	0.474713742710779	0.667943309380398	0.464662565328664
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. L2-50	2.81232984486452	2.94511549551995	2.97350100446844	2.30923356112424	2.85614502219819	2.42101995584211	3.2202506338831	2.91265938381563	2.2997463352303	2.05128098565241	1.95527187660792	2.06264544992392	1.72620430252494	2.3266487124926
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. M62/1	0.94636236847041	1.08372233453309	1.08663751974975	0.409843427703815	1.90595273864836	1.77325578112999	1.13044630516772	0.96674923476032	0.729529135949484	0.547203588876132	0.488934807814495	1.44484770660576	0.838901107524038	1.44251119020225
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella;s__Hungatella hathewayi	-0.221843211996895	-0.469626111249967	-0.407287505562505	-1.35944318567218	-0.768195910778171	-0.815874374528764	-1.64214241707206	-0.435545467706012	-0.919129489637897	-0.537985679459837	-0.897359553305395	0.121073702467201	-0.318551681167005	-0.500418330714923
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Emergencia;s__Emergencia timonensis	-0.465465294654646	-0.51614612688486	-0.453807521197397	-0.771656520770062	0.484567057717197	0.341578414162279	-0.438169612746127	-1.2304753425759	-0.582657253016684	-1.27195485454004	-1.07968111009935	-0.330911421275856	-0.576380790469105	-0.0949532226067591
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] eligens	-0.143881670527184	0.743396528595887	0.550552229224523	-0.570985825307911	0.789948707268379	0.61487174916196	-0.101697376124914	0.364573832406102	0.157009943178154	-0.0679820502141012	-0.29122374973508	0.87306138305008	0.11676639009084	0.826877689643011
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] hallii	0.644575689837087	0.870148234235031	0.904315962955797	-0.217345785064332	0.484567057717197	0.383542613261311	0.51734183228131	0.663066820962098	1.01721120840127	1.09516875959158	1.11754346723687	0.667617408835271	-0.318551681167005	0.671805775296432
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium ramulus	-1.43486585184275	-0.51614612688486	-0.859272629305562	-0.931999170845241	-0.650412875121788	-0.380556303270919	-1.35446034462028	-1.09694394995138	-1.14227304095211	-1.45427641133399	-1.7728282906593	-0.667383657897069	-1.33015259284549	-0.564956851852495
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium ventriosum	0.156222921923155	0.267972831880812	0.502924180235268	-0.0972014732222691	0.735881485998103	0.0633750856650418	-0.255848055952172	0.619103697540982	0.716625731113577	0.586943917525646	0.0834696997063311	0.288127787130367	-0.318551681167005	0.243501175218445
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;NA;NA	3.12187774023987	3.05271565377128	3.30665404202537	2.47929202398613	3.46772054906433	3.14233801336876	2.91523710507968	3.00776339930627	3.16964402753475	2.85383454038972	3.05067388964578	3.32529725054853	2.65651395557843	2.98975608735453
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale	1.77304094165488	2.14311391004792	1.97813359301069	1.1636152300802	2.02755987074314	1.93081361927886	1.93207412872173	2.11691933309328	2.18396130223659	2.52913659018083	2.60167007759379	3.18559680689729	1.99308324734696	1.69911838637968
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium 3_1_57FAA_CT1	-0.0715610089475573	-0.727455220552067	0.440010354824699	-0.429907227048005	0.936552181460254	-0.441180925087353	-0.948995236512117	-0.0628701824208381	-0.408303865871907	-0.537985679459837	-0.386533929539404	-0.485062101103115	-0.274099918596172	0.0827279546306934
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium 7_1_58FAA	0.0590591734695068	-0.425174348679133	-0.0860827410720801	-0.06016020154192	-0.139587251355797	0.423816512399251	-0.342859432941802	0.257601712853934	0.134020424953455	0.573871835958294	-0.491894445197231	-0.0795969929949503	0.440553467184737	0.440565013749603
