#taxonomy	MCT.f.0121	MCT.f.0122	MCT.f.0123	MCT.f.0124	MCT.f.0125	MCT.f.0126	MCT.f.0127	MCT.f.0128	MCT.f.0129	MCT.f.0130	MCT.f.0131	MCT.f.0132	MCT.f.0133	MCT.f.0134	MCT.f.0135	MCT.f.0136
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048	-3.13080669379963	-3.38163361679562	-3.01517580648034	-3.81484742816436	-3.00681421946567	-2.28465194735136	-2.85871495150745	-2.58837693735613	-1.35870634307192	-4.16261383744657	-2.75754296204806	-3.17507117473997	-3.19699502410753	-3.8383668553678	-2.58014294275209	-2.56512331097589
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P2653	-1.27697682988258	-1.1844090394594	-1.40573789404624	-0.746794493030745	-0.673416443518796	-1.88087526545092	-0.661490374171227	-1.29519665251844	-0.851663617929261	-1.52224622523747	-0.612270687345218	-1.05462580029603	-1.10360526855676	-1.24131233884502	-1.35577406978573	-0.827107476398017
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-3.2156207859927	-3.78709872490378	-3.44177727858656	-2.42855306704447	-2.68831946406106	-2.28034283020366	-3.27917974874345	-2.63670683197634	-1.30006601544891	-4.39049838599935	-2.66618041840708	-2.75937389253445	-2.98969580258658	-3.08713902934335	-2.46056690690906	-2.50349764723876
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	0.417618890891829	-0.353111520418637	-0.242587084240556	0.780272421970228	-0.123370106599524	0.0650348836043945	-0.718648788011175	-0.132045842712756	-0.446198509821096	0.363445063824792	0.080876493214727	0.043986488372084	-0.998244752898936	-0.196767271447189	0.435985399442322	-0.827107476398017
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	2.88190625347709	2.54529240917479	2.14674893516214	2.85655240553133	2.51843070896149	2.01094503265971	2.49314318196862	2.49804281691974	2.44417324807507	2.16435791503933	2.59930583504137	2.20696114266522	2.25985178512255	2.26155454452975	2.63782892263484	2.31457870977905
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	5.08643434204028	5.07077213361618	4.5807141112382	5.73517431137398	5.28896252269409	4.99899481004168	5.2921857668751	5.08661936488766	4.56665654101347	5.06260794769886	5.32430559445735	4.76788202683933	4.78803894326901	5.27635893406725	5.28606062852614	5.08097546177091
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	7.06744901754452	6.72884100448661	6.42289756914386	7.00139461109467	6.91851254122418	6.48374932732071	6.7567904835679	6.89892214895854	6.19759122332658	6.33714937928456	7.06496130083963	6.5418578196298	6.58642669353273	6.44870892462459	6.91327822379926	6.71677101404753
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	4.01353235421765	3.94877159504878	3.82054626960197	4.31137510129416	4.10906275743971	3.67980636556461	4.03797938011527	3.79977979001157	3.27547076711583	3.8540838178365	4.17900177827673	3.71913574967412	3.63356736403558	4.05146338533803	3.98056136394982	4.0249227875216
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	-0.338707191289648	-0.953885380847568	-0.935734264800501	-0.203929515520138	-0.54825330056479	-1.88087526545092	-0.556129858513401	-0.506739292154166	-0.851663617929261	-0.899716611891474	-1.06425581108828	-0.967614423306396	-0.998244752898936	-0.602232379555353	-0.950308961677568	-0.981258156225275
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	-0.00846550441907148	-0.24613940086647	-0.489447162172082	0.174136618399912	-0.0492621344458025	-0.376797868674645	0.161709934636916	-0.958724415897224	-0.851663617929261	-0.393780973419675	-0.119794202247424	-0.317026857165247	-0.467616501836766	0.0769285590298521	-0.439483337911578	-0.28811097566533
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	-3.30524929571116	-3.78709872490378	-3.01517580648034	-3.98769610490243	-2.93574869316519	-2.46260192991831	-3.09670740072639	-1.80602227628443	-0.851663617929261	-2.82152920936773	-2.31701877958364	-3.13705807192179	-1.91453548477309	-1.88316622501742	-2.5264350305384	-2.3623440221581
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	1.2442974640763	0.987814235671402	0.87664449163029	1.05268702229122	1.06118461186931	0.198566276228917	0.765625981468919	1.43917085690115	-0.851663617929261	0.752687336426069	1.2802934810048	0.658352791078915	1.14182141059733	0.755891104597841	1.40106629548591	0.271504812270093
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	-0.429678969495375	0.0415426715853114	-0.4502264490188	-0.0653433522339911	0.0525205598641397	-0.00907308854932727	0.209337983626171	-0.132045842712756	-1.10572552064706	-0.605955493363311	-0.237577237903808	-0.0185338686092501	-0.122776015545036	0.196275316662418	0.030520291334158	0.405036204894615
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-3.41700436991835	-4.20091929411886	-3.37643079178219	-4.63302798778466	-3.1332189615724	-2.70160898856968	-2.85871495150745	-2.53950399130556	-1.20707873375657	-3.92014149803584	-2.61113098015851	-3.04427448087751	-3.23937780341181	-3.08713902934335	-2.36241273766132	-2.69539141878629
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	-2.78105422665885	-2.40080436378389	-3.01517580648034	-1.14069877873783	-1.43555649556569	-2.27889774855668	-1.94242421963329	-1.51834020383265	-1.26542529092515	-2.53384713691595	-2.31701877958364	-1.66076160386634	-2.20221755722487	-1.35253797395525	-1.13263051847152	-2.27699012720134
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-0.989294757430798	-1.34475168953458	-2.60971069837217	-0.981634084108146	-2.2828543559529	-2.34490339967868	-2.85871495150745	-1.51834020383265	-1.15332678643626	-1.52224622523747	-1.21840649091553	-2.06622671197451	-1.91453548477309	-1.41316259577168	-2.04892125034568	-2.07987044489338
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	-3.11936103637745	-3.97577336763475	-3.67106675702986	-4.43091163036372	-3.36202762571145	-2.62012252041448	-3.57117923747451	-2.60235477481991	-1.33255699510941	-4.37110765788114	-2.70670344853388	-3.12979464469321	-3.01243241917667	-3.91904114074152	-2.22403517270775	-2.44127526320647
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	-0.296147576870852	-0.0375946489734125	-0.376118476865078	-0.151285782034716	-0.290424191262691	-0.964584533576764	-0.661490374171227	-0.0142628070563722	-0.158516437369315	-0.243840826128761	-0.37110863052833	-0.61930772903818	-0.467616501836766	-0.160399627276314	0.0911449131505926	-0.208068267991794
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	-3.21769997174923	-4.11785067591193	-3.41137359491685	-4.24333170346938	-3.13423979362543	-2.28274954161797	-3.24412729016193	-2.63358348960996	-1.30191900425281	-4.35866137981392	-2.7087850161289	-3.15853037714978	-3.00079092718423	-3.89380248724112	-2.45571208439573	-2.50598928829426
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	3.2977341486208	2.80868178905753	2.56643903420166	3.31884748943399	2.81904252942168	2.54994153339239	2.60087056263671	3.20238832278972	2.78592254179713	2.90965223947659	3.53518370019083	2.90184896770295	3.06219825764748	3.22942379160183	3.3537561315266	2.84738324026382
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-3.30255749283324	-4.44815524780777	-3.47848628512193	-3.98233091705953	-3.1692191667786	-2.20806468008696	-3.12700468200983	-2.71603082227465	-1.36404202968423	-4.37034607769347	-2.63069766688399	-3.22883512662719	-3.13580674428064	-3.99748238098124	-2.64920887924778	-2.58147814043348
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	-0.0402142027336518	-0.816684259334083	-0.617280533681966	-0.113545454051869	-0.0141708146345324	-0.494580904331028	-0.117874927582245	0.650713496536877	-0.158516437369315	-0.662044960014355	-0.176952616087373	-0.317026857165247	-0.256307408169559	-0.196767271447189	-0.439483337911578	0.0601957186028859
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-3.15240454562467	-4.41701541796442	-3.466022652184	-3.81484742816436	-3.11070098597159	-2.43059303517441	-3.55329759684622	-2.75679426984088	-1.33012839846623	-4.27972971302232	-2.80916858195553	-3.14917302297533	-2.764078235495	-4.16592845210369	-2.3433902142052	-2.33762137544864
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	0.396999603689093	0.468513984914439	0.299010198192189	1.05652579859839	0.761668081770526	0.421709827543127	0.667645573108715	0.650713496536877	-0.158516437369315	0.486577749228416	0.545182101345825	0.285148545188972	0.310088066751243	0.593372175100066	0.81327963058379	0.485078912568152
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	-3.23399570325191	-4.41590125824474	-3.534142565617	-4.06971918506624	-3.14992434338072	-2.47957888135994	-3.25257550152207	-2.59982964060154	-1.36579171766121	-4.37113558992713	-2.62266025361329	-3.25260890365238	-3.13932274285099	-4.10680626114084	-2.36870098730943	-2.88897447791386
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	-3.0778720323463	-4.22238438597454	-3.40136095897912	-3.12170024760442	-3.12415182940922	-2.38824176178776	-3.28309508120668	-2.54422089495827	-1.19797151338734	-3.51467638992767	-2.65660608462253	-3.21534887359111	-2.98997817105572	-3.94718467268012	-2.63906774686053	-2.39430889679427
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-2.37558911855069	-4.32667259453749	-3.01517580648034	-2.89855669629021	-3.13554901131122	-2.31667186649675	-3.2756640305126	-2.55053166629766	-1.29855832163669	-3.92014149803584	-2.63139492962186	-3.12332598238039	-2.60768266533304	-3.95802020463073	-2.04892125034568	-2.55078816833409
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA	6.23022526451908	5.8253344085397	5.24957374791014	5.99953564928895	4.69969913310443	5.41078094372354	5.62274742995299	6.24052708099865	6.1232829105932	5.59878590707202	5.44855030151367	5.58809802406357	6.00953684015033	5.12089873410213	6.24287585470306	5.49237530539889
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	4.5777766716835	4.25157467749838	3.64923321387007	4.41319594752506	3.113798911316	4.13893375466621	3.93419048579575	4.46054556106848	4.45907626861733	4.05197963088582	3.57600569471109	3.74116474530072	4.3559802455874	3.61604908389751	4.75180545587794	3.70241509125076
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	-3.12287364463981	-4.06530719831302	-3.68515275108387	-4.30503728846632	-3.25080395049488	-2.48285977681994	-3.20155653651538	-2.59002557918899	-1.47811168925603	-4.1995423692429	-2.86078007081546	-2.75937389253445	-2.88589747740709	-3.9293384438448	-2.42344627149719	-2.68069515237869
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	-3.45243197083446	-4.15985062172116	-3.4497502952667	-4.30794776406404	-3.36160226584065	-2.14648721088738	-3.19415964012158	-2.80131409458194	-1.20305291599401	-4.46220000344263	-2.64686796510269	-3.1969378542992	-3.36585093509016	-3.85982397895121	-2.78340538062667	-2.61071818471225
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	-2.78105422665885	-4.07083803343833	-2.32202862592039	-2.31077003138809	-3.13585908390348	-2.19050419486213	-3.26566278916452	-1.51834020383265	-0.851663617929261	-4.20801933699493	-2.73988121146909	-3.1185555008263	-2.60768266533304	-3.97668435261653	-2.04892125034568	-2.47330763565199
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	5.35838629521576	4.93621392682087	4.39214190398908	5.12911563785387	4.16919459848433	4.97926415958955	5.11357863580905	5.35663358562511	5.13478838735518	4.72271471137606	4.93751261115798	5.07025649661574	5.17470767025442	4.27761906670727	5.32319677799211	4.93494390638216
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1.58204439812951	1.26275728234575	1.28888928672383	1.57650480435086	1.63581319219392	1.43331073922161	1.54800429575681	1.62796492820072	1.09424653112605	0.955055825165315	1.66266287431832	1.18220791513524	1.36260924821909	1.26956979734624	1.47743927427048	1.4166371165731
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	1.88709075849063	1.67035686298255	1.11999075026202	1.73811215675726	0.402722989297255	1.29717856489703	1.09252876707398	1.90754979041988	1.45092147506478	1.29479425957315	0.796496529626731	1.32660242001713	1.8809537043991	1.03999535570174	1.98531938780672	0.940554441250978
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	1.97253596444751	1.62007304655634	0.926406001189353	1.92494548401487	0.895199474395049	1.48642056453556	1.66307362554159	1.6597136265153	1.92092510431052	1.41979754320302	1.25251391689773	1.62265274213943	1.72305067495329	1.10755350671303	2.07011592446679	1.51744181569506
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1	5.12328061542624	4.72447872772682	4.17436921924874	4.87242603362348	3.92774572107176	4.71285396573984	4.92284100772789	5.12805031101508	4.95947737504744	4.51822491283443	4.7252673923561	4.88482749140278	4.92199228492068	4.01453694227609	5.14626606983303	4.78654187055437
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	-1.52829125816348	-1.48451363190974	-3.19343714261077	-1.46347217100088	-2.85633961432948	-1.18772808489097	-1.15396685926902	-1.80602227628443	-1.20350034247387	-2.04833932113425	-2.62873944606628	-2.75937389253445	-1.69139193345888	-2.57631340557736	-1.64345614223751	-1.38672326433344
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	1.63778638113775	1.50116830579075	0.609165126496028	1.57193858637128	0.379733471072556	0.98132561547855	0.947947538262873	1.7300944232771	1.67406502637899	0.935787406299438	0.796496529626731	0.954198174169857	1.47829364721855	0.712088481939448	1.6273794215614	0.628179756208825
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	1.19862742724311	1.03318284070125	0.223502645684043	0.985066834616241	-0.54825330056479	0.470499991712559	0.652830487323575	0.924006831536558	1.09424653112605	0.174203064186264	-0.237577237903808	0.21104057303525	1.10588940137127	0.268595978242044	1.0645940588647	0.445858199414871
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;NA	3.78561820314439	3.94614692162601	3.61682597091529	4.33821451863669	4.07671951271948	3.91973139384082	4.2580849544094	4.10387061712974	3.52409340373103	3.85008170612295	3.89458480981825	4.10547388543641	3.98741455512714	4.24261065969816	4.02412328375473	4.22822799661615
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0.136716505425426	0.387288544991854	0.183497311070344	0.848591665947705	0.82322597476996	-0.0891157962228638	0.60702095129228	0.353461973068945	-0.158516437369315	0.238741585323835	0.881654337967038	0.45950193233375	0.549317755817077	0.626433037360954	0.754439130560857	0.594278204533144
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	2.30345091600386	2.881764645796	2.12648775002232	2.51040719034489	1.81703038664482	2.22176809958588	2.61983846534352	2.28832228593767	1.95169676297727	1.61915933795474	2.11379801925967	2.30953030968578	1.8051156280076	2.21450612729736	1.9118919192519	2.52028719927116
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	1.36208049973268	1.17224327480492	1.08746755855646	1.60568757110792	1.17241024697953	0.922485115455616	1.0533080539207	1.18970999726956	1.22777792375058	0.784874022921971	1.32056738014274	0.824145045921659	1.06861800657404	1.34763817071606	0.971503635798684	1.03364486431699
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	0.214678046895138	0.192582928998177	0.141824614669776	0.419259076432897	0.115040916845474	-1.47541015734275	0.0590557805768329	-0.196584363850327	0.0646271139448943	-0.364793436546423	-0.302115759041379	0.21104057303525	-0.592779644790771	0.131736795524847	0.030520291334158	-0.470432532459285
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3	-1.68244193799074	-2.08235063266536	-2.60971069837217	-1.7999444076221	-1.99517228350112	-1.47541015734275	-0.77927340982761	-2.21148738439259	-1.25176048118793	-1.56876624087236	-1.06425581108828	-1.05462580029603	-1.35491969683767	-1.47770111690925	-1.13263051847152	-1.16357971301923
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13	0.620143155003303	0.607350429768655	0.0983395027300373	1.19578786593189	0.745667740424085	0.644853378857337	0.842587022605047	0.902027924817783	0.53463074319063	0.568494871696303	1.01518573059156	0.607921937452023	0.724521844842168	0.784061981564537	1.08657296558347	0.864568534273056
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D26	-1.17161631422475	-1.34475168953458	-1.51109840970406	-1.21215774271998	-1.43555649556569	-1.88087526545092	-1.06695548227939	-0.825193023272701	-1.28975613904167	-1.47779446266663	-0.707580867149543	-0.744470871992186	-1.10360526855676	-1.05025710208231	-2.04892125034568	-1.67440533678522
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. SN4	-2.08790704609891	-1.14804139528852	-1.14337362957875	-1.41695215536599	-1.58970717539295	-1.18772808489097	-1.24927703907335	-1.11287509572448	-1.25257737923905	-2.82152920936773	-0.930724418463753	-1.25529649575818	-1.69139193345888	-2.10630977633163	-1.64345614223751	-2.07987044489338
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp. 6_1_58FAA_CT1	0.286998708474764	0.183193188648338	0.00524907966402551	0.848591665947705	0.0525205598641397	-0.628112296955551	0.0857240276589943	-0.196584363850327	-1.20484254426017	0.26190864460537	-0.0657269809771484	-0.0185338686092501	0.0664659840934924	0.532747553283631	0.148303326990541	0.318024827904986
k__Bacteria;p__Firmicutes;NA;NA;NA;NA;NA	1.60097240801503	2.166144609384	2.10580754478478	1.77052681544154	1.77182494987677	1.78268638067873	1.85530963939273	1.6171540120965	1.09424653112605	2.71317693524454	1.77732578263846	1.96357932911002	2.37249342127851	1.96485145043482	1.75774123942464	1.38586545790634
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	-0.141996897043594	0.0841022860041074	-0.341027157053808	-0.318339866697882	-0.245972428691857	-0.00907308854932727	-0.661490374171227	-0.339685207491	-0.851663617929261	0.690016229463294	-0.302115759041379	0.102826988395017	0.362731800236665	-0.314550307103572	-0.344173158107253	-0.575793048117111
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rogosae	1.34608015838624	2.64019846692876	3.01550945378093	1.57422430165214	2.68927108338148	2.23816190936155	2.54845681995267	1.06565734859959	0.75777429450484	3.68101093026145	2.17721984569717	2.37347903428605	1.74902616135656	2.35383463760621	1.74656793882652	2.86533704388042
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;NA	-0.338707191289648	-1.07904852380157	-1.31042771424191	-0.595971603296162	-1.99517228350112	-0.964584533576764	-1.47242059038756	-1.29519665251844	-1.2642390466112	-0.784647282106687	-2.31701877958364	-1.50661092403908	-1.91453548477309	-1.47770111690925	-2.04892125034568	-2.07987044489338
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	0.603336036686921	-0.742576287180361	0.141824614669776	0.183353273504836	0.28209500150864	-0.271437353016818	-0.556129858513401	-0.339685207491	-0.851663617929261	-0.570237410761232	-0.930724418463753	-2.35390878442629	-0.815923196104981	-0.751764113526317	-2.04892125034568	-0.575793048117111
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA;NA	3.50866134425014	4.19702323379914	4.54802478587773	3.5563273521865	3.97863732836815	4.33373283297127	4.12461151432176	3.80344951890053	2.96604870802764	4.66788287414099	3.77767902216599	4.56774939972484	4.77413051322288	4.71711235418476	3.3537561315266	3.93017048778753
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__[Bacteroides] pectinophilus	-0.835144077603539	0.0944650730396538	-0.0707368273138966	-0.430457164818588	-0.162590819752806	-0.376797868674645	0.41842978148473	-0.825193023272701	-1.25586764952131	0.999839427792288	0.080876493214727	-0.051323691432241	0.0313746642822222	-0.293931019900837	-0.344173158107253	-0.470432532459285
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium 1_7_47FAA	-0.296147576870852	-0.0143377868091452	0.710517620756316	0.0353001735456964	-0.290424191262691	-0.494580904331028	-0.150664750405236	-0.506739292154166	-1.27254067783562	-0.662044960014355	-0.930724418463753	-0.36147861973608	-0.902934573094611	0.658435768447128	-0.544843853569404	-0.37512235265496
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium KLE1615	0.907825227455084	1.46255346966297	1.40967082537647	1.27274890706802	1.39765684849052	0.316349311885301	1.07311068121688	0.591872996513943	-1.16757938763364	0.291986099842647	0.921659672580737	0.929505561579485	0.336756313833404	0.797855303696873	0.553768435098706	0.522819240550999
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor plautii	1.52974489872666	2.70438324725359	3.4217755230853	1.53226010255311	2.85880920054976	3.43479073943173	3.12017081339368	2.41348542889168	1.45092147506478	2.91181206753002	2.67000664887348	3.74939524443723	3.58672272577164	3.72337086519995	1.3354690130001	3.06179311160927
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas butyriciproducens	-0.178364541214469	0.655552531586533	0.0983395027300373	-0.245314731682992	0.144893879995155	1.31779785209976	1.15766806924494	1.81386430634256	0.401099350566107	1.12005259830196	1.48964371018668	1.27486674561794	2.51330068593208	0.914115109812735	0.553768435098706	1.99766699901233
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas massiliensis	-3.18616559273653	-3.09395154434384	-1.22341633725228	-2.89855669629021	-2.2828543559529	-1.47541015734275	-2.45324984339928	-2.21148738439259	-1.25811087274328	-0.806626188825462	-1.6238715990237	-3.14097696783938	-2.60768266533304	-1.5466939883962	-2.46625494794878	-2.07987044489338
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	-2.78105422665885	-1.53580692629729	-1.51109840970406	-1.73540588648453	-2.2828543559529	-2.24150540461844	-1.06695548227939	-2.21148738439259	-0.851663617929261	-0.470153952204249	-1.6238715990237	-1.37307953141456	-0.592779644790771	-0.927654779989981	-2.43460256457045	-1.16357971301923
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp. Marseille-P3106	-1.39475986553896	-0.45489421472858	-0.817951229144118	-1.73540588648453	-0.491094886724842	-0.271437353016818	-0.332986307199191	-0.602049471958491	-1.23867298035585	-0.170637422105466	-0.707580867149543	0.073839451521765	-0.998244752898936	-1.00769748766352	-0.79615828185031	-0.470432532459285
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	-1.27697682988258	-0.491261858899455	-1.06926565742502	-1.10679722706215	-1.07888155162696	-0.782262976782809	-1.24927703907335	-1.80602227628443	-1.2438565472644	-0.48615429355069	-0.930724418463753	-1.50661092403908	-0.5282411236532	-0.853546807836259	-1.13263051847152	-1.38672326433344
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis	1.56922370970045	2.24478773670311	2.03788020349987	1.31800549865614	1.92183826343807	1.6600840585864	2.41684542791797	2.27714898533955	0.940095851298794	1.58111671250889	1.84186430377603	2.31579992269938	1.77434396934085	1.77008605145337	1.66465081635863	3.19056171816512
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. ATCC BAA-442	-0.255325582350597	0.745500768249472	1.32862961537335	-0.190506495187997	0.881213232420309	1.37722127257056	1.23562961071465	0.56110133784719	-0.944716584068173	1.06688393042129	0.600751952500636	1.7514856139824	1.64793004448519	1.61030643275391	-0.544843853569404	1.25233406528182
