#taxonomy	MCT.f.0138	MCT.f.0139	MCT.f.0141	MCT.f.0142	MCT.f.0143	MCT.f.0144	MCT.f.0145	MCT.f.0146	MCT.f.0147	MCT.f.0148	MCT.f.0149	MCT.f.0150	MCT.f.0151	MCT.f.0152	MCT.f.0153
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3166	-2.13510551622041	-2.72995880591592	-3.30588660580375	-2.88138265551966	-3.0109322823891	-2.40092428471938	-3.02507434445177	-2.05396582547045	-2.94402024774234	-3.17487773459437	-2.79211695536819	-2.61416105163289	-2.69378077316168	-2.51032012289997	-2.49834199347362
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. Marseille-P3208T	-2.06099754406669	-2.41150507479739	-2.45858874541655	-2.03408479513246	-3.29861435484089	-2.58324584151333	-1.92646205578366	-2.27710937678466	-3.3494853558505	-2.19404848158264	-2.38665184726003	-2.6095501357099	-2.68767995371124	-3.02114574666596	-2.90855258112925
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	4.39980076511897	4.32470671838083	4.69970288144265	4.15094735804411	3.79948576370407	4.28888225982566	4.41345623360398	4.16343836025374	3.3791432572342	3.54775206026108	3.62733493719677	4.07467822658952	3.81867772796962	4.47606147653736	4.35019392584855
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	-0.293335626417691	-0.165009448454387	-0.0477900677822704	-0.108793933279878	-0.505406345398369	-0.0338006705877594	-0.0806353652853264	-0.0258175781781684	-0.32906046970614	-0.0393835186652214	-0.307210305580193	-0.797652396129558	-0.185240542162786	-0.168514316752641	-0.552431844418308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	6.49124558699433	6.41243725178786	6.00024867696056	5.96707877901128	5.94937498292005	6.43607929290016	6.42130606057365	6.38188715020594	5.67392284677404	5.8723160599739	5.82787346930271	6.02875724339863	5.99903720645157	6.57243684632154	6.09423692484851
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	5.09132724506988	5.34383373804911	5.47022903639284	5.08843618160572	4.38294600771865	5.11578101602195	5.22194919959732	5.5001594425127	4.80587676447763	4.66870943146876	4.81335836601902	4.42674928746831	5.03105298890666	5.02540361061712	4.38358252547399
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	3.06932373583204	3.51299376551541	2.62103942016666	2.89420355126552	2.44971649607638	2.99799228038478	2.79944974790056	2.97188643443066	2.76419682398173	2.50643188420977	2.41371955838568	2.27619765668839	2.63688211519927	2.72612183992998	2.29744855212312
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	0.381349491302519	0.246845457752549	0.220473918812409	-0.578797562525614	-0.813707705052885	0.18934288072645	0.270762521552562	0.606293711795408	0.162060082980518	0.389949070849586	0.161055703767001	-0.392187288021393	-0.067457506506403	0.391101471182782	0.175806655952908
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	-0.465948369084685	-0.50533525439159	-0.740937248342216	-0.483487382721289	-1.91231999372099	-0.726947851147705	-0.441076792019536	-0.527909521975405	-1.09819355724401	-0.718141961773067	-0.613584511044127	-1.77848164914128	-0.392879906941031	-0.3820884170507	-1.11204763235373
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	-0.465948369084685	-0.682265962550668	-1.26900467854271	-1.14678160013155	-1.50685488561283	-0.260858121223105	-0.69779663886735	-0.642978851760192	-0.998110098687025	-0.977653157258152	-0.73372882288619	-1.4907995766895	-0.559933991604197	-0.456196389204422	-0.88890408103952
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	2.4364283349083	2.62662746875609	2.45825901857954	1.91715892344897	1.94489477521216	2.64999952829099	2.76182303691494	2.67519034029863	2.17197556201174	2.26753997592742	2.32886639589693	2.09271936176661	2.14811620949801	2.45810332238698	2.09677785666097
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus	-4.41290073115152	-4.39824415512189	-4.25349505233236	-3.89350061231513	-3.70407946294905	-4.07140830522163	-3.88405054577797	-4.55447186965752	-3.67576492236846	-4.02339750945726	-4.34822212125642	-3.14168466705308	-3.28719101265447	-3.67647362557842	-3.10285388076972
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	-0.938854757988382	-0.877574714871434	-0.970511689986716	-0.721898406166287	-1.50685488561283	-0.896846887943102	-0.627179071653396	-0.860043356998019	-1.47768317894891	-1.27775774970849	-0.799686790677988	-1.26765602537529	-0.655244171408522	-0.718560653671913	-0.483438972931356
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;NA;NA	-1.80968311578578	-1.37541314311061	-1.31345644111355	-1.27194474308556	-1.45278766434256	-1.19695148039344	-1.63877998333188	-1.95865564566613	-3.52575282169836	-1.56543982216027	-2.38665184726003	-2.18394675724945	-1.85921697573446	-2.32799856610601	-2.09287688536546
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;NA	2.32013583462998	2.49242199454217	2.15935663206027	2.50311240726943	2.24264919031754	3.1610385764522	2.39987567302964	1.49565156130997	0.913194521190813	2.22779964727791	1.64857159195427	2.08575069245051	1.72430196272165	1.95558799575462	1.8899151909509
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	5.00339511625445	5.17755481018163	4.86344979012463	5.1326223392598	4.91792409281953	5.82885346536251	5.12885078755609	4.76277005512451	4.22378893657411	4.84418666385028	4.39616989203688	4.74947626848127	4.65450757276518	4.61303028963905	4.49421388720098
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	3.14887885268213	3.33353566283651	2.98568253375457	3.31438235510105	3.05749330585501	3.99767064981583	3.27800240195803	2.80196307886482	2.27993270351684	3.02156639320015	2.54381727475115	2.95771679925321	2.79474337442307	2.74404535611889	2.65494960102416
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA	1.4180423243594	1.68283948742471	1.87026312677008	1.43165110766727	0.537247289621696	1.45276314369581	1.58508338304736	1.47239469914571	0.920212093849459	1.06404805643884	1.06157047304699	0.786467708320253	0.653088648241657	1.23682823933794	0.797494872530708
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	-1.44195833566046	-1.51356348159143	-1.18562306960366	-1.34093761457251	-2.45131649445368	-1.24824477478099	-2.01347343277329	-1.79160156100296	-1.7400474434164	-1.70854066580094	-1.05751589998009	-2.48145406958817	-1.57153490328268	-1.17531905616763	-2.09287688536546
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	-2.90829540445389	-3.42310598647587	-3.71135171391192	-1.03555596502133	-1.30618419015068	-3.69252246043436	-3.71822152501171	0.207797273003337	-2.09672238735513	-1.56543982216027	-2.63796627554094	-2.68972387491916	-1.16606979517451	-3.80804641416917	-2.49834199347362
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	-4.006907693122	-4.11625316703581	-3.30588660580375	-3.63297622422254	-4.10708039854875	-3.49953657338749	-3.89044225244373	-2.97025655734461	-3.54617465615831	-3.58034284270254	-3.48526413592814	-2.67344210730901	-2.81715750670364	-3.82774738041645	-3.17391688444091
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	-0.639611863135525	-0.266105565325756	-0.575857497982767	0.0453567465473799	-0.733664997379349	0.461276596210092	-0.300494841398346	-0.444527913036354	-1.47768317894891	-0.776982461796001	-1.05751589998009	-1.08533446858134	-0.472922614614567	-1.12402576178008	-1.11204763235373
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	-3.60144258501383	-3.71078805892765	-3.95840823756603	-3.94978647602608	-3.29861435484089	-3.49953657338749	-3.31275641690355	-2.56479144923644	-2.65633817529056	-3.58034284270254	-3.48526413592814	-2.18394675724945	-2.26468208384262	-3.90123924089238	-2.49834199347362
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	-0.281214265885346	-0.174671359366124	-0.0350510420048406	-0.546007739702623	-0.900719082042515	0.0699961230938843	-0.46012498699023	-0.718964758738114	-0.951590083052132	-0.718141961773067	-0.972958511952024	-1.4907995766895	-1.01191911534725	-0.508840122689844	-0.35827582997735
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA	-1.99200467257973	-1.76487790987234	-1.7654415648566	-1.90055340250793	-3.0109322823891	-1.79478848114906	-1.19249288070346	-2.56479144923644	-1.33458233530824	-1.44027667920626	-1.63943744542981	-2.42931607779508	-2.26468208384262	-1.28654469127785	-2.49834199347362
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA	5.30458937081392	5.12616709840378	5.08559217962982	5.42944215794407	3.6522004136017	4.86869246488879	5.2608801179359	5.18381236645299	4.51339667879099	5.55500455023222	5.63642715511672	4.64476531439224	5.13807426855853	5.89164177439646	5.17021911454228
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	2.05338304491584	1.61222192021076	2.19537160474097	2.09764729916126	0.579507098911579	1.8849584894016	2.17204051658711	2.38750826784685	1.55578942258793	2.20655453866417	2.37266901855532	1.45363940247694	2.16613471500069	2.84532231026734	2.01799697880785
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	1.4902605321712	1.48031522331324	1.24799028579679	1.31330988053672	-0.192534024118029	0.901066446859331	1.1981030896133	1.71187466977961	1.28037744272796	1.79029518542513	2.03218876053657	0.619413623657087	1.41161858806445	2.00053938361688	1.12599893950274
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	-4.55125504316694	-4.27554968101221	-4.56063912742584	-3.51265102530568	-3.9776724770756	-3.63970827438854	-4.62320819491984	-4.1243160842657	-4.28254973802748	-3.84555919245043	-4.32902468259327	-2.88436885783728	-3.37807559841761	-3.67899045613293	-3.3597608357934
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	4.84804262337833	3.52218589603499	3.68865780325078	3.23891476343129	2.84270594781147	4.42868925637847	5.07804176200774	5.04225874089187	4.30708830106204	5.3143274202817	5.172154658472	3.94619218454629	4.36929402785672	5.02625712608556	4.35178417267188
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	4.4377148054594	4.2664939278275	4.24984413509161	4.54576147788896	2.7805557726862	4.01171466420195	4.38859451393534	4.66456412040093	4.01220768469058	4.66831709510068	4.76883118866686	3.73225530535799	4.25961416729396	5.02219642377565	4.3314517440388
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	5.20102979423787	5.09293654318297	4.9849077415776	5.01318394815175	3.40334601116165	4.86869246488879	5.31889577315578	5.01760753874108	4.35532656708209	5.04175075853907	5.04253923460011	4.11958755036714	4.8299676137786	5.2314740753396	4.5325154826425
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	1.16357630191615	0.762753684582005	0.6892513063349	0.887539506267813	-0.5685852470199	0.392283724723141	1.06090196809982	1.16490999939775	0.423275582244136	1.21544770289421	1.29105430625578	0.16742849991403	0.653088648241657	1.44092359568146	0.658658427676493
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	3.3056458049806	2.73228275228635	3.30031302846073	2.9765504989638	0.823129181569329	2.16342390674846	2.45660570339864	2.92000548425421	2.36094166152437	2.85740880703387	2.94553003324076	1.93509041756302	2.3940288690735	3.49307299507329	2.65205524299779
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1	4.10457035893086	3.93349312391638	3.92467654760554	4.23771346265754	2.52146857551148	3.71753995314991	4.08989833529432	4.39666256207963	3.70410037134317	4.37455597657252	4.46064546268499	3.36707296285434	4.02596070085557	4.6926388699328	3.97632001028288
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CHKCI003	0.969826049298575	0.361083647442392	0.268329939990044	-0.17333245441745	-1.26173242757985	0.480145080514475	1.06927021777033	0.976167874800869	0.339394098263434	0.973534048898005	0.984468079164848	-0.0438805937531774	0.443368117259588	0.98010839249013	0.24249803045158
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Marseille-P2431	-1.7556158945155	-2.03681162535598	-2.00660362167349	-2.18823547495971	-4.03763345313189	-1.89009866095339	-1.46692972640522	-1.41211193929806	-2.65633817529056	-1.27775774970849	-1.4058225942483	-2.49890720762894	-1.34839135196847	-1.02871558197575	-1.80519481291368
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis	-1.33275904369547	-1.55130380957428	-1.57128555041565	-1.78277036685155	-3.0109322823891	-1.62773439648589	-1.63877998333188	-1.41211193929806	-2.25087306718239	-1.22896758553906	-0.652050791871923	-1.4907995766895	-1.57153490328268	-0.752462205347594	-1.58205126159947
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;NA	3.73179827056728	3.97169438760686	3.75373102248763	4.22576978104669	3.66960867090834	4.23327095703454	4.3385222499636	4.32683444781581	4.01030050038712	4.1046709594582	4.2151819539502	3.72820398313881	3.78269009520366	4.15153461764534	3.58615741960155
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	1.66641557404949	1.68586520834125	1.57943738621533	1.56518250029179	0.761828655705534	1.59421362741928	1.7285158466546	1.58886969014208	1.05111766439631	1.45660975971109	1.31875690880512	1.28178914555028	1.33263017674582	1.58402443932213	0.815844011198905
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	-3.60144258501383	-3.0176408783677	-3.98169777436475	-3.85867956875031	-4.1557626079793	-3.49953657338749	-4.15368950712744	-3.66340373790455	-3.70957466599421	-3.82865971460547	-2.97443851216215	-2.98102915135488	-2.78139879103971	-3.66280890366495	-2.96474285186401
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	0.647052657035524	1.02541038946685	1.16384560928923	0.961647478421535	0.406794401224261	0.977800241090721	0.808987119506667	0.790943558348954	0.247826904737943	0.601707299938671	0.636479400482076	0.556893266675753	0.177664951526582	0.967838299898316	0.363858887455848
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	4.61239072123139	5.08524825627316	5.00288742969666	5.58142474536999	4.89993342041975	5.259268573626	4.90252054203308	4.81992238400011	4.71420727841901	5.00628312342904	5.07415805970581	5.10702802089353	4.85858771928923	5.11722426758854	4.57323137073791
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3	1.37758736966709	1.48031522331324	1.37624462132047	1.3718631892883	0.750267833304458	1.48407004832085	1.40276182625341	1.51556687101092	0.954579737353667	1.09714800486518	1.09970334274243	0.929568551960926	0.75574280230174	1.29634236687035	0.99816556799286
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13	1.33542655884281	1.49138544706748	1.41261226549134	1.99889082071335	1.39883110725638	1.98733289970514	2.11512615399913	2.42903672654343	2.24893660314787	1.86854738232488	2.08815652086482	1.39957218120666	1.63729058573202	1.83607933413076	1.44323981419607
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D26	-0.125343895178562	-0.155439997438236	0.0728379200063444	0.0975424997179502	-0.683654576804688	0.164025072742161	0.0994908009451924	0.306888175647568	-0.150812238299821	-0.162616159089169	-0.0840667542659838	-0.93118378875408	-0.249779063300358	-0.654022132534342	-0.706582524245566
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. SN4	-0.330607021214923	-0.0558101564893948	-0.127832775455807	0.0975424997179502	-0.319689199603276	-0.0495490275558986	-0.107303612367488	-0.182163648568862	-0.576896633610721	-0.444848626773386	-0.18942726992381	0.0132778200867711	-0.318771934787309	-0.00888417116075691	-0.626539816572029
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp. 6_1_58FAA_CT1	1.90794575161414	1.74310753943883	1.58696565263612	0.654734044041866	0.0801101709692111	1.26690176019673	1.73281692855399	2.15370742205865	1.82666437672333	1.42360346324292	1.44920979720255	0.524103443852762	1.53080710532957	1.55356523183742	0.967393909326106
k__Bacteria;p__Firmicutes;NA;NA;NA;NA;NA	2.27255137761981	2.32149848270059	2.14658144057154	2.260280900983	2.52146857551148	1.95364550372147	2.22457785011499	2.19166818429787	2.38385592104724	2.53665242685266	2.41463321765435	1.99810338539176	2.07912333801106	2.16250871156194	2.14604890566775
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium	-0.423388754665889	-0.491912234059449	-0.326961450566143	-0.218794828494207	-0.526025632601104	-0.860479243772227	-0.46012498699023	-0.367566871900225	-1.20941919235423	-0.512289907568918	-0.364368719420142	-1.26765602537529	-0.559933991604197	-0.623250473867588	-0.994264596697347
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rogosae	-1.7556158945155	-1.71835789423744	-2.10191380147782	-2.88138265551966	-2.60546717428094	-2.80638939282754	-3.31275641690355	-2.15932634112828	-1.64473726361208	-1.70854066580094	-1.94481909498099	-1.77848164914128	-1.57153490328268	-1.63485138554607	-3.00250345426414
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;NA	-1.86684152962573	-0.390559739799162	-1.5141271365757	-1.34093761457251	-0.148731401459636	-1.79478848114906	-2.10878361257761	-2.41064076940919	-1.47768317894891	-0.941285513087277	-0.652050791871923	0.16742849991403	-0.760604687066348	-1.48070070571881	-1.80519481291368
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	-1.40421800767762	-0.698526483422448	-4.18494755048154	-3.28684776362782	-2.31778510182916	-0.791486372285276	-0.722489251457721	-1.26550846510618	-1.33458233530824	-2.66405211082838	-2.97443851216215	-2.86629682692824	-2.26468208384262	-2.73346367421418	-3.71121510890447
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA;NA	3.787091396382	3.87837914439601	3.8749445932408	3.86110482123435	4.11936636783521	3.71238909555123	3.9895153634442	3.63639362885361	3.87344555989234	4.16053892689299	3.9765678088143	3.61211099351592	3.55688342646996	3.66928236632341	3.8672689784851
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__[Bacteroides] pectinophilus	-1.08913696103772	-1.0482002319022	-1.22644506412392	-0.935472506464346	-0.0931615503048256	-0.973807929079231	-1.57815536151544	-1.0243464082893	-0.951590083052132	-1.27775774970849	-0.920314778466602	-0.574508844815348	-1.34839135196847	-0.984263819404918	-1.11204763235373
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium 1_7_47FAA	-1.60901242032363	-1.44210451760929	-0.0737655541855309	-0.935472506464346	-0.286352779335684	-2.24677360489212	-1.15327216755018	-1.71749358884924	-1.40357520679519	-2.32757987420717	-1.75066308054003	-2.18394675724945	-1.16606979517451	-1.48070070571881	-0.247050194867126
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium KLE1615	0.864465533640749	0.34965495161877	0.286848987757282	0.130878919985542	0.991845086307505	0.534704064764909	0.579063881207079	1.06398408080779	0.500662245859556	0.756947898129955	1.17186578899066	0.0132778200867711	1.59604762719797	1.15835662389645	0.175806655952908
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor plautii	0.453236720815835	0.704028398569223	1.02484673448258	0.450821854655544	-0.148731401459636	0.719971131788621	0.935738825145811	0.0861003380258168	0.719541398387308	1.06404805643884	0.673618947431533	0.381002600212089	0.679756895323818	0.274691119338371	0.72053383139458
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas butyriciproducens	1.20802806448699	0.828954321737986	1.67543430062373	0.692833890274137	-0.270092258463904	1.34070573478009	1.84629888231098	1.0683990990169	1.00722347083909	1.65343600270793	1.31875690880512	0.381002600212089	0.731050189711369	1.27386951101829	1.0132034453574
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas massiliensis	-0.293335626417691	-0.491912234059449	0.0143417133247358	-0.483487382721289	-0.683654576804688	-0.241440035366004	0.193801480416434	-0.485349907556609	0.0682413277628634	0.380470326895043	0.497527940388214	0.811785516304543	0.409466565583906	0.236950791355524	0.209708207628589
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	-0.382566760145634	-0.1942798307545	-0.293625030298551	-0.546007739702623	-1.17835081864079	-0.300863455836805	-0.0546598788820658	-0.213416192072967	-0.235970046640128	0.361238964967155	0.143511394116092	-1.08533446858134	-1.85921697573446	-0.685770830848922	-0.552431844418308
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp. Marseille-P3106	-1.33275904369547	-1.14583870146611	-1.00330151280971	-0.84450072825862	-1.45278766434256	-1.14816131622401	-0.441076792019536	-1.1376750935963	-0.171431525502557	-0.26615683803001	-0.409489154700612	-1.77848164914128	-1.34839135196847	-1.92253345799785	-0.88890408103952
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	0.182747048904427	-0.0820125288834188	0.340433233891388	0.474352352065738	1.15960141819054	-0.241440035366004	0.203751811269602	-0.0798847994484442	-0.171431525502557	0.203846791215726	0.00109105407432313	0.649266586806768	-0.559933991604197	0.423536746935936	1.12599893950274
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis	2.97456262368242	2.21079036071617	2.73753768023494	2.97940356794621	1.65486252541542	2.14767554978032	3.41267730528463	2.34048332920198	2.69670409094673	2.87091715705866	2.27573847905795	1.63376556870746	2.32537446433542	2.1531189712121	2.32193957213142
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. ATCC BAA-442	0.393695327124818	0.240455659653778	0.220473918812409	0.296671174828286	-0.12056052449294	0.151121667906253	0.558444594004343	0.154308588052351	0.479156040638592	0.743789813552444	0.534117387820506	-0.392187288021393	-0.067457506506403	0.00737634971102345	0.44609698569282
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. L2-50	-2.21514822389394	-2.50681525460171	-2.32505735279203	-2.59370058306788	-2.09464155051495	-3.09407146527932	-2.33192716389182	-1.46617916056833	-1.96319099473061	-2.07626544592626	-1.94481909498099	-2.64005000122792	-1.85921697573446	-2.17384788627875	-2.95292100696143
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. M62/1	-0.343346046992353	-0.518940906447368	-0.690926827767554	-0.316433298058123	0.0094926037552577	-1.05718953801828	-0.627179071653396	-0.444527913036354	-0.0536484898461734	-0.0687974038715146	-0.33538118254689	-1.26765602537529	-0.559933991604197	-0.40618596862976	-1.39972970480551
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella;s__Hungatella hathewayi	-1.44195833566046	-1.63134651724781	-1.40876662091787	-0.647790434012565	-0.75964048378261	-1.89009866095339	-0.977381501086511	-1.0243464082893	-0.608645331925302	-0.941285513087277	-0.379183805205283	-1.08533446858134	-1.34839135196847	-1.55480867787253	-1.11204763235373
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Emergencia;s__Emergencia timonensis	-2.21514822389394	-2.72995880591592	-2.20727431713564	-2.88138265551966	-1.91231999372099	-2.1132422122676	-1.84641934811012	-2.15932634112828	-1.64473726361208	-1.22896758553906	-1.32577988657477	-2.71995876148596	-2.26468208384262	-1.81717294234002	-2.09287688536546
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] eligens	2.10345038392639	2.2125760754764	1.6261863657894	1.56518250029179	1.85467723965689	2.38795538333752	1.48303412869319	2.15816177240803	1.97352462328791	1.00971370547551	1.53861638491814	0.118638335744598	1.6671435488817	1.16850899536047	0.24249803045158
