	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
M00134  Polyamine biosynthesis, arginine => ornithine => putrescine	-1.04580267572589	-2.47651732668176	-3.34850665747443	-0.548036201411277	-0.294364149487863	-1.62395926099583	-1.93817456667521	-0.150518687723139	-1.60438297030841	-0.810469224263914	0.18041175487958	-2.335326819767	0.789642476364342	-1.60033303834911	-0.607518268814736	-0.765338266732312	-2.86520546276202	-3.49584946757548	-0.621517173857792	-1.81927101388211	-0.353109450404922	-1.90863449469727	-1.38931106868298	-0.00169627070272723	-1.14519358435213	-1.70975292141963	0.0952451624433163	-0.143386555463566	-0.444870825475647	0.796849726938875	1.40995752027817	-1.10297609162178
M00136  GABA biosynthesis, prokaryotes, putrescine => GABA	0.834561637205045	0.973101590639884	2.21875548057628	1.16656198842107	0.597535982776073	0.567392658824664	0.93216910896389	1.62250189116514	0.643696393123047	1.43014261491061	-0.335288634395635	0.832954801092817	0.7830172890549	2.88214341579211	0.76410674461104	-0.214311231382524	2.36187624581436	0.383813712403468	1.36409695076345	-1.01901875739372	1.53758399088657	1.95736282783642	1.39242498000202	1.31285250980447	0.115839487784302	0.937395077984965	0.784066366238542	1.32608614229317	0.128658894126864	-1.42003566945119	1.74344335533763	1.85797773298235
M00140  C1-unit interconversion, prokaryotes	3.59315980799713	3.39615214311156	2.61721959924616	2.99265482412446	3.32718112380984	3.11605594829861	3.57582142836406	3.33139539797732	3.75597939199811	3.80255641482028	3.4620005382934	3.82827674891608	2.50308471646632	2.95985383568963	3.10205120117759	4.37579002124771	4.23524578004041	2.85324573745206	3.24056679894118	3.42840113788397	3.04259278591473	2.96093751343425	2.90583750492407	3.7418168874866	2.1660681231207	4.24609468225577	2.86624392123765	3.7143915130794	3.17244919708428	3.39375961449682	2.92254195543084	3.48288125650349
M00144  NADH:quinone oxidoreductase, prokaryotes	4.37104719292506	4.08759464220382	3.43354342053976	3.64183982036473	4.5923871476482	3.37545087329944	4.30177897634739	3.49607675104881	4.31168187319817	4.38962570534717	3.94234180829165	4.36135916054265	3.19318179583174	3.52238319940368	3.01779610829003	4.6596437247074	4.7453883929737	4.11207858877941	3.97508852876502	5.11739950348737	4.08845841136558	4.13349772819728	2.84078791273774	3.52017440775663	2.92476217164323	4.646149809033	4.13435985483189	4.01484011377587	4.55948202340213	4.6617470054571	3.78680759025247	4.5656515244375
M00145  NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	2.39583344752749	2.61111323948477	3.65634345989685	2.75470108565224	3.88228464126008	1.95347222401295	2.94337738828462	2.5197325701917	2.70727820881755	3.2216965120503	3.26045017938674	2.57373087448511	2.61077065682598	2.50973178611661	2.29807469174514	2.4243486626755	3.03252024276915	3.1004208817534	2.99146601701944	4.20408856059969	2.91137578368041	3.04240328035886	2.42836201925011	2.41460771762418	0.850092882129242	4.71000886835856	3.53933577477227	2.5633878438319	3.22277039824955	4.45698548621894	2.40881436638914	3.52330019779009
M00149  Succinate dehydrogenase, prokaryotes	0.720872530530275	0.44087640346889	-0.0086276615995628	-0.545936380638885	0.690906803888999	0.741267510073174	-0.258963730272149	1.18804497991914	1.31946818472105	0.613287294011679	2.09364576217617	1.91915435570011	1.35034862493121	-0.248879671687046	0.281828050526236	2.01503413668684	0.380990964307682	1.89292972816684	1.63137366588877	1.08261410014553	0.611651784710369	1.20551527404918	0.286361541091594	1.38637856643583	0.99871858446757	-0.136213376868886	0.96423617740559	2.17144679529388	2.77533383657276	0.445546459858817	0.660805601702352	-1.64565249666685
M00150  Fumarate reductase, prokaryotes	2.78545169661205	3.00788624770295	2.33778447415072	2.62827862999388	3.34883191296087	2.38207247241447	2.55727803673384	2.62229783156111	2.58702659361659	2.63396256197156	3.87341794897267	3.32389778811464	3.09253699243822	2.53347137463278	2.73502251046536	2.05748914455691	3.17348321716383	2.2682252801101	2.12362909042314	3.45217822517253	3.4073739591294	3.09649727077311	1.83814184222008	2.47279791082181	2.89281847061227	3.10635683742334	2.62274817668709	2.75196074364433	2.67219927273309	3.83030983732293	3.44177894409042	2.76464638415464
M00151  Cytochrome bc1 complex respiratory unit	-7.17070640554319	-9.88675850208423	-8.81135828415967	-9.88095008877712	-6.99135815498968	-9.77353628805542	-8.76218225162588	-10.2370798039977	-9.53124718741147	-10.1073127374198	-9.32589376377172	-9.69048171532637	-8.91745337566541	-9.03943067806259	-9.26600640163296	-9.95442565181958	-9.2407506406688	-8.5245650968622	-9.71583291065291	-10.5456940573911	-9.30336838265898	-9.19942790852923	-9.59106275839493	-10.7107184817833	-9.41343785742094	-9.00347162641109	-9.7547254480432	-9.48516776366423	-9.4717332927882	-9.03047881666645	-9.54682618932244	-9.81025388495049
M00152  Cytochrome bc1 complex	-10.5204789486878	-10.6641944043632	-9.1543539230537	-10.8152298688991	-10.0943648552414	-10.3513085135272	-9.82620372818323	-10.8793647472325	-8.47731712134594	-10.3631225776024	-9.75853955767015	-9.71849236270848	-10.347718281402	-10.4300216701364	-9.88072651241191	-10.0139646986615	-10.2040139640248	-8.29885052068147	-9.79090029521747	-10.1123750280253	-11.258175857715	-9.92434408576885	-10.018935538607	-10.4432235730193	-9.96700943277179	-9.75458261639264	-9.84687906985746	-9.4226280201912	-9.1780246193168	-9.54991401879849	-10.116066397994	-9.44996764622049
M00153  Cytochrome d ubiquinol oxidase	2.27075236804252	3.35206492777878	2.65315724840453	0.998011604332146	1.59565122402717	1.91533297940907	1.60661780069689	1.49847792066824	3.00131763256597	2.68392443062933	3.16562881784148	3.24573920903858	1.90507155669815	1.47782606123992	1.24296943422345	2.78592915147242	3.05363396076961	2.91666599404282	2.32756107390565	3.3910663722822	2.96463823912452	2.5573779615306	1.91780264389489	2.69541655173121	1.02915690770854	3.33598673341418	2.10185733339365	2.93497390445525	2.74294973540549	3.12675024441307	1.88567851815009	3.07542834941795
M00154  Cytochrome c oxidase	-11.2605078662945	-10.5198946585746	-9.47807783480278	-10.8843962671225	-10.6555986032752	-10.8597066140692	-9.71848252737665	-11.4968598022039	-10.8286999420832	-10.9156394146417	-10.0238069050287	-10.0972025940508	-10.4894786609494	-10.9447293179927	-9.9462014722742	-10.2750731006571	-10.2551589894802	-10.8659769803243	-10.8151381089918	-10.3047504259954	-11.2080398477365	-10.1666949127901	-10.9659728204433	-11.1428350485738	-10.2645387329448	-9.68991446917818	-10.2664292517798	-9.83978730492493	-10.3996018348249	-10.2177542913116	-10.6751811268574	-10.5899582133222
M00155  Cytochrome c oxidase, prokaryotes	-9.28119282717739	-9.88315063585064	-8.73681921890677	-8.29670792670591	-6.91010533479315	-8.96867248517921	-8.75260790584499	-9.1517918550024	-7.81595549136226	-9.57397257482694	-8.10161114632422	-9.73740924750749	-8.69743428194916	-9.15376581291525	-8.96261129804882	-8.601283128841	-8.89506241706393	-8.53970132914389	-9.36339975436371	-9.08161336186831	-9.03188053929706	-8.88532131555022	-9.3925753256942	-10.554367824177	-8.7587471964239	-8.68688889412338	-9.10952709998335	-8.54061512272701	-8.51987996249259	-9.09574259479362	-8.70984848794914	-9.11911240934765
M00156  Cytochrome c oxidase, cbb3-type	-11.4560602041811	-11.4601783022291	-11.5160257706179	-11.739536246044	-11.068502350179	-11.7062221024309	-11.35359517315	-11.5460459980138	-11.2409551148504	-11.6455921840027	-11.2618893030365	-11.2711925264499	-11.7793559149427	-11.6569675099913	-11.6803791482023	-11.2287948086897	-11.0845777872536	-11.2043148311127	-11.3898389802249	-10.9685334163585	-11.3435326393701	-11.4656094639357	-11.7769982356859	-11.5306001269719	-12.2999167885026	-10.6392906095659	-11.4297915417411	-11.226045228293	-11.2719708544344	-10.9402228526319	-11.4420518971512	-11.0437581057144
M00157  F-type ATPase, bacteria	4.38595063964977	3.61453660180232	4.06181959828148	3.27774509313718	4.24165339106006	3.47099828412161	4.79334798120987	4.4346220967385	3.66921233327385	3.64985336323921	3.18063438657385	3.82383737198261	3.53437560830939	3.9768808494124	3.87731099867075	3.99922292707751	4.49273301621797	3.32280802019996	3.27036282261101	4.34024464370745	4.00969364344362	4.11758455944328	3.37701185910762	3.42757091051308	3.59815992106841	5.02922503023248	3.81395810600732	3.80393874942866	3.45388480066695	4.9060498661437	4.11801433155063	3.87418276136263
M00159  V-type ATPase, prokaryotes	3.44009037743962	2.93459932756463	3.09982281766261	2.29607368634741	3.36169641295933	2.22114830576326	3.45942209814645	3.40171327228397	3.13655592839761	3.83894638328898	3.15545830657419	2.60389680567861	2.88110701617506	3.39936023906753	3.68466872977388	3.62771224406612	3.08111098573809	3.45908165542166	3.58030282922886	3.13241241936995	3.60157994903325	3.87352196149668	2.84958687402752	2.58314475080691	2.5544999450178	3.45442798940826	2.81936884435623	3.69616159880406	3.09419063156621	1.60608669072713	3.42762826007784	4.27548483174763
M00162  Cytochrome b6f complex	-4.18242371942798	-3.53221993946608	-2.83625660724452	-3.59806573644212	-3.28064853782902	-5.95456573236588	-4.57457297028468	-3.43296297463343	-6.25092794232291	-4.70018792595896	-5.31368903540876	-4.72180387965362	-4.48238117954648	-5.50608041241189	-2.07559249277965	-5.22470964047954	-3.68958267167678	-5.40754681490062	-4.53904287361647	-6.75138212107414	-3.83712898058399	-4.85720109889656	-1.88285672162629	-3.77385664582459	-1.89985909473924	-3.39002481942698	-3.87433640454791	-4.31750221432731	-4.48247215932866	-6.44495765112468	-6.02726029088951	-6.79111074445064
M00163  Photosystem I	-5.28455693856912	-4.76842758194393	-4.14247357841336	-6.38737951553729	-1.32638310874025	-1.63048923779337	-4.41671876241986	0.238890479517947	-3.28779938725525	-4.23890353893901	-3.41157077169403	-4.08221036740637	-4.92313257152441	-5.93073035944458	-3.78601684317369	-1.83834625444072	-5.22005521698167	-5.48368056682781	-1.19787742041006	-4.93574288546864	-5.82082038533867	-5.58695305863366	-2.07698635712374	-2.43953641449857	-5.59597449859458	-4.60806047386425	-2.45536029494533	-4.04024843827556	-5.02398944032414	-3.75766676407335	-4.76563810585309	-6.89875618563136
M00164  ATP synthase	3.98600038695162	4.14980778835696	4.21103029184866	3.907155966136	3.69068853134778	3.29454145986781	4.2400214929083	4.05953385611512	3.92920010158071	4.21923217312489	4.71568594277168	3.69146324373442	2.88722177742958	4.13216820040096	3.5226913155725	3.32173331013211	3.95812448658798	3.55014229783239	4.16929184799515	4.38093386307249	4.03807265858082	4.1524076970944	3.09851325486585	3.40269683164914	3.01699211916644	4.60379724319868	3.92469802301625	3.62350874907759	3.34502273339593	4.19227915208623	4.21835308476591	4.47429426827487
M00165  Reductive pentose phosphate cycle (Calvin cycle)	4.10808118823049	3.5286795424334	3.99785539244172	3.82260430121954	4.32298271354012	4.2477972126625	4.54349229889208	3.37619744876211	3.71598934519123	4.11905087006218	4.26454707400162	4.11803531151354	3.93587873911328	3.95218487031427	3.95114304145876	3.58875311498392	4.42950248887348	3.54317640506398	3.71151631108423	4.86105234981789	4.45146353595382	3.65104877165309	3.60375882270786	4.08932444525936	3.47003976275144	4.6827978129558	4.22343507691399	4.38344016728053	4.01561694143668	3.79303206757109	4.42900267099255	4.24723948402208
M00166  Reductive pentose phosphate cycle, RuBP + CO2 => glyceraldehyde-3P	2.07256670280502	1.97778001500435	1.93088555950871	1.21349156731297	2.62469933398704	2.09357479217268	2.16176668143556	2.23499719145557	2.3993502444643	1.53035860058571	2.40313150741234	2.32409174694843	2.15569787830982	2.17897943735513	1.76440864791678	2.83445498871186	3.01325364662364	2.46186587815127	2.36881897651527	3.5558318048544	2.65379147885134	2.0758914648483	1.98484355011355	2.60696276853743	1.3250767350239	3.66911684211954	2.36580870025919	1.67499030231094	2.72424034639764	3.83646009925265	2.919963346716	2.19022889091748
M00167  Reductive pentose phosphate cycle, glyceraldehyde-3P => RuBP	3.80457790357449	3.80935138525962	4.18117964299761	3.54150274118478	2.6158125912095	3.05854809527213	4.01468578737317	3.69342748386916	3.65651237472791	3.93898751490866	3.99179332870251	3.99423263453833	3.75917999325049	4.18209639541585	3.25939186141673	3.23864325921782	4.67300573389457	3.67054387726282	3.79368028583681	4.11818654064201	3.9500566685104	4.12755000343269	4.00221218327933	3.63952646991812	2.39988094989764	4.52844928074517	3.31070648228433	3.63200656033933	2.91344173787236	4.30783490289337	4.01216252064904	3.9054035449239
M00168  CAM (Crassulacean acid metabolism), dark	1.96153350709762	1.49592366498567	1.20250370530392	1.38472251599008	2.209632799081	1.28128190900515	2.3150834419693	2.12821658611904	2.16865697889475	1.96685699802485	2.15256221358494	1.52145709463035	1.08361890129425	1.5234944303041	1.68905643606551	2.79708110300103	3.1866814809835	1.31876332621506	2.14040497560863	2.78180707410037	1.32665224727819	1.56032439228788	1.10632817098077	1.86233054099704	-0.127002084511218	3.1702703734613	2.20786870789765	1.96637265973532	1.05671697140323	1.87388158242069	1.4353356517196	2.22920630831367
M00169  CAM (Crassulacean acid metabolism), light	3.08773073485307	2.474370675046	2.3151945429738	2.35884234905041	2.03684110753318	2.20215289468957	2.93473450518846	2.42520388497124	2.35172763340589	2.99778774755298	2.37314070282318	2.72626065237234	1.69692911815142	2.00796697287426	2.14297417900571	2.98496274869729	3.54917077001261	2.26163443178546	2.72278315845932	3.92129843263607	2.80004370571115	2.56129554917263	1.70131493299028	2.23789043848209	0.847281674087953	3.94200787303498	2.19442479979799	2.6666133560572	2.67053319652004	3.50990469064203	2.14812196189686	3.84727666948064
M00170  C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	-2.23618806315494	-3.34790126130902	-0.419239995334771	-1.67185404202283	-2.67431751703192	-2.76393177107881	-2.16207663589335	-2.65240889510092	-2.36266757718064	-1.84442429802893	-3.00818146420351	-3.26201074265494	-0.792944044610083	-3.15166262852244	-1.45283637544816	-2.42631075200183	-3.02678640217915	-3.03346294184745	-2.47969938899251	-2.24845760720824	-0.764206164925631	-1.59833097249068	-2.67802203222738	-1.29452378406426	-0.818324763464182	-1.68800761803376	-1.94405459983972	-2.21533876972462	-1.17829320034504	-2.75336602051812	-1.62525732157879	-2.18294003752424
M00171  C4-dicarboxylic acid cycle, NAD+ -malic enzyme type	1.5385852482901	0.679817017762529	1.67388521117187	1.35376776725851	2.28122531590689	1.18981051246255	2.11978024345513	1.97893532562815	1.81445061656773	1.57204307614776	2.43013447376155	1.5196758248084	0.708594159066659	2.00394942326318	1.48353552001328	2.2361522475087	2.79133348280015	2.04516729441923	2.43191859344669	3.10540193410773	1.31147221644282	2.16814297589649	0.990152720688112	1.71104266684714	0.595703817769493	2.72430933310789	1.94617716216916	2.36756413449014	1.8982965502461	2.79858392529297	1.00634747536006	2.25380059251661
M00172  C4-dicarboxylic acid cycle, NADP+ -malic enzyme type	2.89136987367431	2.3006217811875	2.33246754563892	1.75814871965917	1.45428678572768	2.62457043989812	2.96348716831155	2.04998861480517	2.79909012327647	3.03630989992921	2.90758786801906	2.97320456277164	2.25205242154836	1.94292113085858	2.88800994805467	2.75888615465988	3.37288302159575	2.0062060876606	2.72341019753511	3.82647312965652	3.64210806458136	3.1825165827548	1.86719620215075	2.19657481681105	1.30157122349497	3.39998212377031	1.63976525130084	2.91142273677721	2.77784269493443	3.71584382151854	2.26015690195772	3.28945055986677
M00173  Reductive citric acid cycle (Arnon-Buchanan cycle)	4.1976396841324	4.66313275972451	4.46550483817351	4.34176932838474	5.03609220717078	4.348484679102	4.87037220270657	4.52218581085205	4.07369561378554	4.73923210849204	4.50448338834756	4.3373382325732	4.64012773857351	5.136585198051	4.62629343996348	4.24702840434834	4.84130478718516	4.16521456382417	4.32109578128619	4.68294693724049	4.77543506676725	4.71512331799205	4.05513505598083	4.04320178476121	4.57913752623801	5.336879721416	4.3137725589737	4.15389614896623	4.55758239684131	4.75947182145073	4.80398093690023	5.11070971554689
M00174  Methane oxidation, methylotroph, methane => CO2	1.17762531598429	1.76991670334018	0.872393309201766	1.33700406209032	1.46165871395962	1.05077142793591	1.04905382436456	2.23758184589389	2.91548260527196	1.52344441006492	1.81032431582862	1.65843652036526	0.801127136200167	1.88417346792398	2.23640369055968	2.10176690240147	2.34569809888202	2.02090188651634	2.18355013903369	2.02656569774858	1.1260991295184	1.05705170034643	2.1032474067986	1.79449433618957	2.28449779815895	0.0208997589282367	1.84518687134239	2.47720700020515	2.84322357306717	0.607860180038133	2.07162197715587	1.25146611105847
M00176  Sulfur reduction, sulfate => H2S	2.67922608525208	3.18868661873315	2.86364625457365	1.91215294565791	1.7994642130661	1.88560880447578	2.58550149855838	2.01210437832045	2.70147231393584	2.12017708969571	1.91284277091499	1.97392529186434	1.92211247774815	2.27917814245817	2.13477395829372	2.86406303435015	3.74401231791067	2.28369016204531	2.47568032119578	2.85489787973445	2.59251425670743	2.77246501651505	2.37677962986264	2.34461131894787	1.68720542975125	2.48201772356469	1.52316371357376	2.46939125596777	2.31983505716476	1.94937612477261	2.44033197669566	2.9444516504614
M00178  Ribosome, bacteria	4.8375271662737	5.0069163464014	4.97058571015625	4.86358148340249	4.42871806443352	4.95199775174322	5.10818193502708	4.83377942047917	4.65431767552098	4.72594494433252	5.32225720042126	5.20589506144365	5.06954291204886	5.02233162814323	5.06998215618284	5.39467158795339	5.77256233044217	5.15494106073031	4.4917883609853	6.16754764159569	5.11056832604886	5.13214284581532	4.21560380056267	4.89535365321592	4.9131315098535	6.24186274012292	5.63931037045473	5.47472174222287	4.83952620321958	5.70576202717707	4.87352888783495	4.70449560314609
M00183  RNA polymerase, bacteria	4.46914400371973	4.28665173753776	4.63764084351894	4.66606840368952	5.04327676802357	4.51927912677055	4.36603826726355	4.8370199982272	4.92636908939249	5.15382643654854	5.09732103994912	4.32946166923271	4.90439480680516	4.69842786543642	4.65129872508053	5.11590257847177	4.26341043430944	5.02779979680477	5.46369203856159	5.90646510058641	4.32483212480629	4.60358351612789	4.10617006021618	4.67665100523484	3.77645745840013	4.89802374684401	4.52282701068456	4.95413916236877	5.22978837538896	4.83165376087152	5.21097142458108	4.80195531393206
M00185  Sulfate transport system	1.55717755557304	0.819029225158236	0.928882797082561	1.58936973648186	1.81946352362315	0.961892372750296	-0.327198229115736	1.00879388396222	1.12649205661582	0.359762265801266	1.3837760507861	1.29925202729361	2.32084199868058	1.37809871972377	0.69714305869089	-0.0074572476318937	0.875206811187563	-0.887451785273494	-0.15838717060881	0.534358549354751	0.14632284232269	0.405210753369157	0.791532431348515	1.44616571442043	0.48816410735896	0.249166253685106	0.784929834905837	1.05822629301494	1.60085104876562	1.00114354808177	0.84308047252463	0.71573582905412
M00186  Tungstate transport system	-3.52308491322749	-3.89172726309615	-4.41562959280763	-2.12135862644797	-4.42809823997981	-4.78545800167515	-3.0757914108558	-3.23132145137708	-6.51905080134909	-4.57679036578984	-8.63160102652935	-5.88986091595665	-4.77124783062877	-9.16806642511504	-5.79081637310034	-5.41473967758379	-3.88450011451449	-4.38017121380331	-6.74059161622081	-4.12558112293261	-4.26981873640093	-3.05804707773898	-3.78191676089754	-4.46518037341767	-3.05184759310315	-6.43865980125315	-3.55619474546359	-5.08587227513906	-9.77617789858094	-4.57688112781392	-4.34688716206598	-4.36165693359705
M00188  NitT/TauT family transport system	0.106541689014945	0.339889821466392	-0.0316981874280625	-0.432607108654495	-0.564929810135388	-0.917145750130615	-0.297058130402078	1.52979804090417	-1.08972819403758	-0.354498803810628	-0.492453121942232	-1.97418935279367	-0.276097434682462	-0.412121282183565	-0.537813397808602	-0.47805314753678	-1.23010333406891	0.35985302971154	-0.865722472541229	-0.49714390865768	-0.345700713015513	0.695216463353421	1.00704351083674	-0.854837460543905	0.832897461769881	2.25596642553267	0.175622456200148	-0.879736188691742	-1.6366310489589	-1.06757913470534	-0.59472710144985	0.151545996272346
M00189  Molybdate transport system	0.880131086441311	0.373437628444695	0.533620170935823	1.29199233572903	1.14035107045014	0.529588668852919	-0.545954135979239	0.627514226467401	0.215382126456049	-0.0315055644719762	1.02428503857865	0.76575617558883	0.531106264836241	1.96519075589447	0.981608204289349	-0.22551776898418	-0.188780723357686	0.305848246123813	-0.484061589086713	-0.0711367582666838	0.835604361780363	-0.555938659610946	1.07280133567733	1.56514509861161	1.42676722096198	0.695475751431395	0.622760008503799	0.494299485349027	-0.313864291480641	0.24936207052733	1.04326203732494	-0.224720598577437
M00190  Iron(III) transport system	-0.672236860033239	0.193334102587416	0.243872236085981	-0.0569852182085657	0.138669461373027	0.10522398019861	-0.392439705324627	-0.281417606131586	-0.0963212823971225	-1.19151260955989	0.13341411169818	-0.292005379458774	-0.0717418890700224	0.507721113819937	-0.643564553047424	-1.28491038138429	0.212277052493372	-0.589410556520546	-1.28868973028791	-0.982662199501168	-0.602828939060945	-0.824829844681001	-0.358048987860415	0.385375167423865	0.462915614143834	-0.0361293411177342	-0.0429412776895796	-0.331037464782661	-0.124022864639273	-0.353099725843345	-0.162654710386744	-1.17765607713548
M00191  Thiamine transport system	-6.4539176529884	-4.7285743931467	-3.80069234321435	-1.1116560226747	-5.92019888119254	-2.87364003678553	-4.09319937559305	-6.06235295913138	-5.40874664856426	-4.05213642964041	-5.00190637315114	-6.74575479187167	-5.70714364847878	-5.67670422047666	-4.01158710799764	-5.33149855765742	-6.56968048347547	-5.69792515963385	-3.2447213194886	-4.10085314729629	-5.70479086218629	-3.78498844369707	-4.05904057347367	-4.5478645139581	-4.69364194676978	-5.78584003993504	-5.92609851605353	-5.37032488881231	-5.78286448207989	-6.62520547988507	-6.59966198773136	-3.4329901497488
M00192  Putative thiamine transport system	-8.64897704266587	-9.78585911433243	-7.25872693121299	-6.55668546935755	-7.52332503516165	-4.85795641251336	-8.90025089098798	-8.23160300131267	-6.98617098892641	-7.15245176122782	-8.75557091890539	-10.0090376351378	-7.21269214362118	-10.4826339139653	-6.24291123834843	-8.2655616504092	-8.87095155186527	-8.20140485156745	-6.00934758952286	-8.24193879990668	-9.22929314565732	-9.41848154428101	-7.16632685994637	-6.60628821159745	-5.83779256396785	-7.8621285208185	-8.82543506260389	-9.26476633676226	-9.03393626699166	-8.90386749335146	-9.83995364199969	-5.90766252883055
M00193  Putative spermidine/putrescine transport system	1.04900206791295	0.863626502165335	1.03467855093315	0.589730830538275	1.13081444625018	1.12051934093248	1.66291932281104	1.53658482462023	1.1724873761916	-0.132863858424358	0.321490659542988	0.00475667942886458	1.03134080900558	1.40330729460697	1.0889765288779	1.45222206070772	2.31583894542346	0.919825054359101	1.40278813887381	1.87654803982392	1.96770243159726	0.888680603352012	1.49801332614533	0.59211198957583	0.331152446416602	0.31130485265277	0.514011747415247	0.799571461077518	0.90342338814939	0.878252856386287	1.8687900341342	1.86965064037742
M00194  Maltose/maltodextrin transport system	1.56906065928838	2.04780185229535	1.26885580849223	1.84421541275032	0.452886972269876	1.34890892743197	1.10221094550324	1.79647014897018	1.00339883405289	0.955107606106218	1.6670694221915	1.77707568260914	1.955147598767	2.18728231275389	0.696772003219096	1.18302196534973	1.95610287698554	0.99128306279874	0.681262567220299	0.748751285007827	1.22631732647579	2.05086111826505	2.34721046693622	1.94640949499766	0.917181640200221	2.17833562508095	1.28770933236843	0.835827089877006	0.627168851908447	1.95531450153127	1.74415894847438	-0.0571766213805587
M00196  Multiple sugar transport system	2.12179898694088	1.70799786566966	1.51702577564136	2.29899726536915	1.84649089993032	1.75091394662173	1.21783018811553	2.13360675648694	1.553418876031	1.04972119693214	2.36232781916602	1.50278553007941	1.83080587800361	1.87768136578508	1.95902295008173	1.91250575919939	2.04257307594313	0.801936822171109	0.592116781083206	1.13673144494661	1.30235261126448	1.73715654197639	1.97224567114209	2.13452722214967	2.11010600066704	1.84578168684364	2.18392489174076	1.68254797139098	1.92507455479272	1.20301272454046	1.76013063406945	0.508512691984749
M00197  Putative fructooligosaccharide transport system	2.59225552108214	2.1509766830202	1.55643548219921	2.61842244588104	1.86352782379353	2.22472059591025	1.35672036042135	1.7790593166509	1.52083116015498	1.41920934359596	1.86430179635528	1.88580142425037	1.89220347957285	2.00065672280534	1.46984639671149	1.32628063641866	2.4727835660297	1.35385914178512	0.960128737461235	1.82389097377408	1.6640304213748	1.61395000863336	2.18595917308076	2.21810203334054	2.7159079283586	2.6274124920177	2.25767600720869	1.30966596553994	2.09068680366521	2.36672377966824	2.11258617981822	1.09787722875493
M00198  Putative sn-glycerol-phosphate transport system	0.0141156776676163	0.83826062460236	1.08466510370289	1.35346249523479	-0.102559563278882	0.0527353314449927	-0.203164433997853	-0.183710195476001	-0.204694308943125	0.189330704763377	1.45866810560308	0.175894868436598	1.57246237712553	0.232160256192166	-0.273453426190238	-0.447549745837369	-0.0589721116749632	-0.0671881691474178	-0.164104384043274	-0.740642297367624	0.222545642328616	0.499476471961509	0.605821510891559	0.924615707883257	1.46378130940806	0.385546479047321	0.804990895954476	0.315398132947922	0.679085353447958	0.962637144186891	1.98574574458925	0.0109494132348655
M00204  Trehalose/maltose transport system	-2.27223774940285	-3.36581234826141	-1.39214651427031	0.0956784372089118	-1.70430424698469	-2.28558216459923	-2.34985782099399	0.078491648206077	-3.07115141961437	-1.64067569870977	-2.39265525616247	-2.83393560828771	-2.02674064537533	-0.821298154496791	-1.41232555652459	-3.07596129229642	-3.36859051136022	-1.58733396680443	-2.92002784017283	-3.76323181363149	-2.53303655745949	-2.61285636415656	-0.0572688917766885	-2.54281225831374	-1.3494281281494	-2.9872017162006	-1.10141821157143	-2.31792112754425	-1.51402939541829	-3.79688723792382	-2.04801753100707	-3.9956831990291
M00207  Putative multiple sugar transport system	1.72214026517518	1.33411710595607	0.383710693391759	1.84550755129119	1.71799235523096	1.73636997290587	0.72344121264321	0.634998869091535	1.00793131209939	1.17083919435314	2.17048331272977	1.33099572043818	1.37655429695956	1.06398068918264	1.51266936266414	0.527544281058828	1.24095472057069	0.801893381324228	0.179728497450295	0.873110710695165	1.6847074933512	1.30884079895237	1.35695894452994	1.92315204186919	0.888944417858244	0.974329560302058	0.978707015298229	0.910277397587226	2.00739680473549	1.2072861987309	1.50722753138421	0.070469090340887
M00208  Glycine betaine/proline transport system	1.05304804557151	1.56234906895495	1.8789726428522	1.0937596361968	1.41276145273278	1.46167810601974	2.00088198782033	1.50572693086389	0.0209539653030971	1.29925675991442	0.060235064422491	0.472246847088648	1.0699666669834	3.1160387881997	2.13548248817623	-0.479009219625934	1.65707557660272	1.45948470061046	0.831378224153309	-0.800939262441467	1.49550478228325	1.99042722301257	0.943688348875229	0.505681733105067	-0.123333957746348	1.72147393727639	0.954146589769532	0.974027230614581	1.36266332513005	-1.71975470843197	1.86559608039288	1.66826266488864
M00209  Osmoprotectant transport system	0.400265389122954	0.787695080432775	0.88156731342494	1.11846938201844	0.0601541780109351	0.145395677391161	0.536840464878292	1.46909545503442	1.15931081655693	1.04134277171349	0.0506562451019844	-0.422620224647961	0.156248935621845	1.54728581600787	1.75694662696099	-0.461420678009226	-0.154699900162662	0.679891733382318	-0.0941913237151861	-0.326389968411817	-0.193268250941489	0.438977016836122	1.28460770838988	0.451555600919652	0.356457157467106	0.221785542889638	0.711049672379064	0.180804240800507	0.827694390779025	0.518164033522286	1.03226229668994	-0.0272285137779167
